Number,Dialogue,Reponse,URL,hash,work_id,title,author,fandom,words,category,Banter
8971,"""Excuse me,"" a sweet, if somewhat snippy, voice chirps behind him. ""You're blocking my locker.""","""Oh, sorry."" He moves away and lets the girl get her things. He knows her, vaguely. She's a junior, and her name is... Libby? Or something? All he knows about her is that his locker was hers the year before, but that she somehow managed to make the administration switch them. Possibly because of the unholy screech it made the first time he opened it, but he'd just asked the janitor to borrow some oil for the hinges and fixed it. But, then again, from what he can guess about Libby, she doesn't seem the type to be caught within five miles of an oil can. And she also does not seem the type to be very patient with anyone, despite the sweetness of her voice.",https://archiveofourown.org/works/4482194,0x8e46a36cda713c6bfccbbf88b1122fd168cf698bb388698d36aa9b4cb8c3e78b,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8972,"""Hey! Wait a second!""","The boy turns around, confused. ""Uhhh... sure, what's up?""",https://archiveofourown.org/works/4482194,0x7070711d8290a6c09c8b45d4e78a86425654cddee684ef511c26ef4b4567e316,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8973,"The boy turns around, confused. ""Uhhh... sure, what's up?""","""Is this some kind of joke?"" Derek blurts, because nothing makes sense. The boy was caught in the act! Either he has the best poker face known to man -which Derek doubts, because it looks like a very expressive face- or there's something else going on here.",https://archiveofourown.org/works/4482194,0xa74a1a4ffb1b65f5438a83341073569a36dcc6dc8b9fe4ffe8a0f2d502da387f,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8974,"""Is this some kind of joke?"" Derek blurts, because nothing makes sense. The boy was caught in the act! Either he has the best poker face known to man -which Derek doubts, because it looks like a very expressive face- or there's something else going on here.","The boy glances at the lockers with a hint of fear in his eyes. ""Joke? No...? Oh!"" he says suddenly, lighting up. ""Oh, no, dude, it's not a prank or anything! Like anyone would still have testicles if they ever dared prank Lydia Martin, you know what I mean?"" He sighs, dramatically, and stares besotted at Derek's locker.",https://archiveofourown.org/works/4482194,0x5bdf6f1b51c71d5ea29746d54a2381791888ec443d4ed660d588a56f761c2017,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8975,"The boy glances at the lockers with a hint of fear in his eyes. ""Joke? No...? Oh!"" he says suddenly, lighting up. ""Oh, no, dude, it's not a prank or anything! Like anyone would still have testicles if they ever dared prank Lydia Martin, you know what I mean?"" He sighs, dramatically, and stares besotted at Derek's locker.","""She's just so beautiful and amazing, you know? I know she's, like... WAY out of my league, but you can't win if you don't play, right?""",https://archiveofourown.org/works/4482194,0x2e20b568a65645317b7815b0b2750339daa65490aee33d61b82b4abf217a5bac,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8976,"""She's just so beautiful and amazing, you know? I know she's, like... WAY out of my league, but you can't win if you don't play, right?""","""That's my locker.""",https://archiveofourown.org/works/4482194,0xd03c86f1224378e4a747ef77c856a0c35b121ad1b68870591d71a3eb3bc28970,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8977,"""That's my locker.""","""Uh... nooo? That's Lydia Martin's locker.""",https://archiveofourown.org/works/4482194,0x8ebbfe14cf922d3071792dc14032db9084d20ed3498a7aab584093d0386b1717,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8978,"""Uh... nooo? That's Lydia Martin's locker.""","""I don't know who that is, but this is my locker.""",https://archiveofourown.org/works/4482194,0x2d18ec1fc134ea019610895446672cb0b3a51fee3ffc0f65ea9ba4d719558ca9,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8979,"""I don't know who that is, but this is my locker.""","The boy is looking increasingly ill, suddenly. ""No, it's not,"" he insists, weakly, so all Derek can do is raise an eyebrow at him, input his combination, and swing open the door.",https://archiveofourown.org/works/4482194,0x4382c5fbfd1941f1482d1ae0fdeb12d886c350fa4ab8c59fe34d22b4bb9b3278,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8980,"The boy is looking increasingly ill, suddenly. ""No, it's not,"" he insists, weakly, so all Derek can do is raise an eyebrow at him, input his combination, and swing open the door.","""Oh... my god. I'm dead,"" the boy peeps, looking distinctly like he's about to puke. Or pass out. Or both.",https://archiveofourown.org/works/4482194,0x35b2369818595e6b569735be3b0535e766eb1a6abbfa79de4221bd402eaa0083,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8981,"""Oh... my god. I'm dead,"" the boy peeps, looking distinctly like he's about to puke. Or pass out. Or both.","""Hey, it's okay, no hard feelings,"" he says evenly, picking up the last note to hand it back.",https://archiveofourown.org/works/4482194,0xf89f93c02ddc47d2e416a56b379521690968b39909189052453bc421b42bf1c7,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8982,"""Hey, it's okay, no hard feelings,"" he says evenly, picking up the last note to hand it back.","""You... really?"" The voice is incredulous, and Derek does his best to calm whatever fears are obviously still racing around the boy's head.",https://archiveofourown.org/works/4482194,0x007aa9e169b06476f589d940de1140aefb4e2b7f52e7431235afa10a5ac021f8,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8983,"""You... really?"" The voice is incredulous, and Derek does his best to calm whatever fears are obviously still racing around the boy's head.","""Really. It was kinda nice, you know?"" he says, aiming for casual, and then curses himself at the wide-eyed stare directed at him. ""Everyone likes compliments, right?"" he adds with a shrug, and closes the locker door again.",https://archiveofourown.org/works/4482194,0xcdb4b30b7bca8870a700e5824ddbe53e9e1147177d24a8e439a06f9064f31021,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8984,"""Really. It was kinda nice, you know?"" he says, aiming for casual, and then curses himself at the wide-eyed stare directed at him. ""Everyone likes compliments, right?"" he adds with a shrug, and closes the locker door again.","""So, you... you're not gonna, like... rip my arms out of their sockets and beat me with them? To death?""",https://archiveofourown.org/works/4482194,0x02db7da4757d0052480b633f6352b170a4c946232f4146992d6ae3a5365afff4,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8985,"""So, you... you're not gonna, like... rip my arms out of their sockets and beat me with them? To death?""","The entire scenario is so baffling to Derek it takes him a while to recover. ""Why would- what? No, I'm not gonna- wuh-what the hell gave you the idea I would do that?! To anyone!""",https://archiveofourown.org/works/4482194,0xa2d0f81cfd85f5adf67ef89ad8eb3e328c255c2a069ba82a682ada5134aa6a1e,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8986,"The entire scenario is so baffling to Derek it takes him a while to recover. ""Why would- what? No, I'm not gonna- wuh-what the hell gave you the idea I would do that?! To anyone!""","The boy shrugs. ""You're hot, popular, and you have eyebrows that serial killers would actually kill for, and I'm... I dunno, scum of the Earth?"" He looks utterly unconcerned by the statement, too, and Derek feels a headache coming on.",https://archiveofourown.org/works/4482194,0x2ea387a9d4676644af07ba8fd5b9e06da375a9d127a99a7200b786488cd39394,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
8987,"The boy shrugs. ""You're hot, popular, and you have eyebrows that serial killers would actually kill for, and I'm... I dunno, scum of the Earth?"" He looks utterly unconcerned by the statement, too, and Derek feels a headache coming on.","""Even if all of that was true- which it's not- it still doesn't explain why you're expecting some kind of blood bath, here."" Derek is aware he's being defensive, but considering he's already struggling with puberty and wolf instincts, and doing damn well at it, thank you very much, he does not appreciate the implication that he'd harm someone for... he doesn't even know what.",https://archiveofourown.org/works/4482194,0x877acfd6fed2d29e5ad6183f10ba7c57bafe7382e23726fadcff086b4cb328c6,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
8988,"""Even if all of that was true- which it's not- it still doesn't explain why you're expecting some kind of blood bath, here."" Derek is aware he's being defensive, but considering he's already struggling with puberty and wolf instincts, and doing damn well at it, thank you very much, he does not appreciate the implication that he'd harm someone for... he doesn't even know what.","""You're kidding me, right?"" the boy says with a snort. ""You're the star of the basketball team, and I'm like an amoeba in the food chain here, man, and I've been leaving you fucking love notes and getting my unintentional gay all over you for weeks.""",https://archiveofourown.org/works/4482194,0x24b7ee55195e6dfb95dea889fe6137bfa1ca375cfeb94cbb3f02bd399218445e,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
8989,"""You're kidding me, right?"" the boy says with a snort. ""You're the star of the basketball team, and I'm like an amoeba in the food chain here, man, and I've been leaving you fucking love notes and getting my unintentional gay all over you for weeks.""","""Whatever, I'm not gonna..."" he waves a hand around helplessly. ""Do anything. Like I said, it was nice. And it was an honest mistake. End of story.""",https://archiveofourown.org/works/4482194,0xf9f4a355d9fb1195521fd3ba7e902ff100bf20a4039fee89ede2527ec220deb1,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
8990,"""Whatever, I'm not gonna..."" he waves a hand around helplessly. ""Do anything. Like I said, it was nice. And it was an honest mistake. End of story.""","""Look, uh. I'm sorry. Really. I didn't mean to... uh..."" he trails off, searching Derek's face, and shifting on his feet. ""Just. Sorry,"" he says, and then rushes off in the opposite direction, leaving Derek alone in the hallway, confused, hungry and disappointed.",https://archiveofourown.org/works/4482194,0x284147a48977d4e772738062dde9dced773b1756ae2f9eb9b8b72073ced411b2,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8991,"""Oh, my god,"" one of her friends titter, reading over her shoulder. ""That is sooo creepy.""","Lydia nods, and holds out the note with two perfectly manicured fingers. ""Yeah. A little too Hannibal Lecter for me, thanks.""",https://archiveofourown.org/works/4482194,0xd8900356c8a4a1b74f1ffbba09137895e0099cd19bb23c6257c63723baa13e81,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8992,"Lydia nods, and holds out the note with two perfectly manicured fingers. ""Yeah. A little too Hannibal Lecter for me, thanks.""","""Who?""",https://archiveofourown.org/works/4482194,0x1c77a6ced300f60bc57590daa9bc6cdacc63b99ece90d6008532e9213529dc28,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8993,"""Who?""","""... some creep I read about somewhere,"" she hedges, and then orders the friend to get rid of the note.",https://archiveofourown.org/works/4482194,0x0301406480d3f88ab28bd70e7ae1f2ec359e8c7404417ce7f3c3bf44629ce1ca,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8994,"""Is this supposed to be funny?"" Derek snarls, shoving the note into Stiles' chest.","""Nooo? It was supposed to be nice.""",https://archiveofourown.org/works/4482194,0xf02cef1f056a290f7d5cd0accdba3e03a4f71561c329854677933ccc6deac8a9,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8995,"""Nooo? It was supposed to be nice.""","Derek blinks, slowly, searching Stiles' face. ""What.""",https://archiveofourown.org/works/4482194,0x80bf2583fa0a4cc35cf98f88bd968ecdcaa95e63c09716684820a722acd032b5,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8996,"Derek blinks, slowly, searching Stiles' face. ""What.""","""You know, you could really use some punctuation for that question there,"" Stiles notes with a grin, and Derek feels like he's yet again missed something. Stiles rolls his eyes. ""You said, and I quote, -everyone likes compliments, right?- and you even had a question mark in there, so I know you know how to use them.""",https://archiveofourown.org/works/4482194,0xcc46fbfe1ed05eae0fd33f1bebc3c05c421fd9040bb2c597f7ac19de527f16ae,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8997,"""You know, you could really use some punctuation for that question there,"" Stiles notes with a grin, and Derek feels like he's yet again missed something. Stiles rolls his eyes. ""You said, and I quote, -everyone likes compliments, right?- and you even had a question mark in there, so I know you know how to use them.""","""You're a very strange person,"" Derek says finally, still not sure he understands what's going on, but his anger has fizzled like air from a leaky balloon.",https://archiveofourown.org/works/4482194,0x6e531afa89271423db82fe8021912071e99594980a7d56e25bc057c7b8cae2d2,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
8998,"""You're a very strange person,"" Derek says finally, still not sure he understands what's going on, but his anger has fizzled like air from a leaky balloon.","""But you didn't rip my arms off! And you also didn't tell me to stop!"" The look on Stiles' face is best described as gleeful, and now Derek is positive he's missing something.",https://archiveofourown.org/works/4482194,0xc8154734cc23cdf48e7f21b3d7c7795caeb6583be82702461a548de527119223,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
8999,"""But you didn't rip my arms off! And you also didn't tell me to stop!"" The look on Stiles' face is best described as gleeful, and now Derek is positive he's missing something.","""So do you want me to cut it out?"" Stiles blurts eventually. ""You can totally tell me to my face, I won't get weird about it. At least, no more weird than it already is. But you did say it was nice, and, well, I finally got the right locker, but it didn't go so well, so I thought, hey, why not keep sending my compliments someplace where they're appreciated, you know? No homo! Or, you know, a little bit homo, maybe, whatever floats your boat, man, I swing all the ways, but I get the feeling a big, strong joc- err, sporty type like you doesn't appreciate the homo the way I do, so feel free to tell me to shove it. Also, tell me to shut up anytime. No, really, please tell me to stop before I somehow manage to say something even more embarrassing, because, seriously, this is bad enough, and now I feel a desperate need to go brain myself on a nice rock somewhere and just let the circle of life take me, dude, I swear to God this word vomit is some kind of illness yet to be diagnosed. Maybe I should become a scientist just to solve the mystery of how to shut the hell-""",https://archiveofourown.org/works/4482194,0xf8e12b0d2ce2acfaefee46ed54de12a52012ad5c01fdedf1dbab8cfb21a2a6c6,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
9000,"""So do you want me to cut it out?"" Stiles blurts eventually. ""You can totally tell me to my face, I won't get weird about it. At least, no more weird than it already is. But you did say it was nice, and, well, I finally got the right locker, but it didn't go so well, so I thought, hey, why not keep sending my compliments someplace where they're appreciated, you know? No homo! Or, you know, a little bit homo, maybe, whatever floats your boat, man, I swing all the ways, but I get the feeling a big, strong joc- err, sporty type like you doesn't appreciate the homo the way I do, so feel free to tell me to shove it. Also, tell me to shut up anytime. No, really, please tell me to stop before I somehow manage to say something even more embarrassing, because, seriously, this is bad enough, and now I feel a desperate need to go brain myself on a nice rock somewhere and just let the circle of life take me, dude, I swear to God this word vomit is some kind of illness yet to be diagnosed. Maybe I should become a scientist just to solve the mystery of how to shut the hell-""","Derek finally slaps a hand over Stiles' mouth out of sheer desperation. He's not sure he's ever heard that many words in such a short span of time, and he needs a moment to absorb them all. Stiles doesn't exactly stop talking, though, but his shoulders slump with relief, and there's a muffled ""fanks, mwan"" against Derek's palm. It tickles. And not in a bad way.",https://archiveofourown.org/works/4482194,0x24b3aa10bac91e74cb93bf79abb3fa13cab8a7e942baf78880f06abb83d668a8,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,1
9001,"Derek finally slaps a hand over Stiles' mouth out of sheer desperation. He's not sure he's ever heard that many words in such a short span of time, and he needs a moment to absorb them all. Stiles doesn't exactly stop talking, though, but his shoulders slump with relief, and there's a muffled ""fanks, mwan"" against Derek's palm. It tickles. And not in a bad way.","""Right,"" Derek says firmly. ""I'm not gonna tell you to stop. Okay? It was nice, like I said. I just wanted to make sure you didn't just keep doing it for... a joke or whatever.""",https://archiveofourown.org/works/4482194,0xd4cf0ce4252cb46d25fd4116888b2d2fd592133aefb1860485e05868c360c861,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9002,"""Right,"" Derek says firmly. ""I'm not gonna tell you to stop. Okay? It was nice, like I said. I just wanted to make sure you didn't just keep doing it for... a joke or whatever.""","""Pweeds, I waik my baws,"" Stiles argues behind Derek's hand, and he presses it in a little tighter, before he loses his train of thought.",https://archiveofourown.org/works/4482194,0xa3a1aaeed1de1f202c76d3e61f0210061dfb801725c34ce3dcea9a80495cbc31,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9003,"""Pweeds, I waik my baws,"" Stiles argues behind Derek's hand, and he presses it in a little tighter, before he loses his train of thought.","""And..."" Derek hesitates, not sure he should add his thoughts on this before having time to think through all of Stiles' chatter, but he feels it's important to bring up. ""As for the, uh... homo. Don't worry about that.""",https://archiveofourown.org/works/4482194,0x43c3a41ae669c4989b841acb2811392f79145db91b84a689ffdbb54baa9777ba,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9004,"""And..."" Derek hesitates, not sure he should add his thoughts on this before having time to think through all of Stiles' chatter, but he feels it's important to bring up. ""As for the, uh... homo. Don't worry about that.""","""You're telling me you're...?"" he trails off, as if even saying it will bring him severe punishment.",https://archiveofourown.org/works/4482194,0x0eb8772db7011c3e09c7362c8e194fc9f46185af5ac49f1c143569c4223154e8,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9005,"""You're telling me you're...?"" he trails off, as if even saying it will bring him severe punishment.","Derek shrugs. ""I dunno. Never really thought about it.""",https://archiveofourown.org/works/4482194,0x1eaf4d6f30832d4f2753f5bdb231c607d28852d2aec6b934e61673f1e3b68373,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9006,"Derek shrugs. ""I dunno. Never really thought about it.""","""But... you don't mind that I'm... uh...""",https://archiveofourown.org/works/4482194,0x5c7e7f93c7cae83d91cd434c3bc37a464a79c3e8c06bd288f14a86954fbd9cf2,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9007,"""But... you don't mind that I'm... uh...""","""Swinging all the ways?"" Derek asks, proud that he managed to pick that much out of the rambling. ""No, it's fine.""",https://archiveofourown.org/works/4482194,0xa552fbf504a1d69039f9477c760527cb5c291bb5901f329e00d704edd490ce23,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9008,"""Swinging all the ways?"" Derek asks, proud that he managed to pick that much out of the rambling. ""No, it's fine.""","""All right, brace yourself, dude, I am gonna woo the shit out of you. No need to woo me back or anything,"" he assures hurriedly, ""I'm used to the unrequited thing.""",https://archiveofourown.org/works/4482194,0xf873774d0650f6392463e5796de3f16bb65409e9698e91f6d20cf15d74ba4ff2,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9009,"""All right, brace yourself, dude, I am gonna woo the shit out of you. No need to woo me back or anything,"" he assures hurriedly, ""I'm used to the unrequited thing.""","""That sucks,"" Derek says honestly, and Stiles nods.",https://archiveofourown.org/works/4482194,0x1557a294a3bd8bf563c8bcacb02f3e94bac5c02b78a85db320640e0e4d75f957,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9010,"""That sucks,"" Derek says honestly, and Stiles nods.","""Yeah. But that's the life of the social outcast.""",https://archiveofourown.org/works/4482194,0x517d8d1d6bc20de9c67afe0c5a0b03b7013d243f3db3afc855ec7411acf2153b,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9011,"""Yeah. But that's the life of the social outcast.""","""Shit, gotta go, but fear not, my beefy friend, wooing is gonna happen. All the wooing!"" he shouts over his shoulder, and Derek groans into his palm for a second before he remembers it was the same one that was just over Stiles' mouth.",https://archiveofourown.org/works/4482194,0x7dfb7f761c08102e301ae49efbf7f5770097ab9238b5e5a48ad415a773260618,4482194,Noteworthy Observations,LadyDrace,Teen Wolf (TV),"3,776",M/M,0
9016,"""Doesn't matter. We're becoming friends now,"" Aventurine smirked, ""Is that why you're here, Doctor? Jealous I'll replace your companionship?"" He slid the milkshake over, taking a sip. Aventurine could see the appeal; nice and cold, sweet and creamy.","Ratio scoffed. ""Don't be ridiculous. I'm here to make sure you don't kill yourself in this endeavour of friendship.""",https://archiveofourown.org/works/55393765,0x08e64759b00d470eaa2ae46d712d6185208a03711748491de79e155139ac343f,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,1
9027,"""Aventurine,"" Ratio hummed. Aeons, he really was drunk - all of those syllables slurred together, his name barely recognisable, ""Hi.""","""Ratio,"" Aventurine mimicked, letting Ratio's hand grab his wrist, fingers absentmindedly playing with his watch, ""Hi. It's time to go back now, don't you think?""",https://archiveofourown.org/works/55393765,0x396b437f774471d6b36e5f7630fe1cd7eb03e9aa55e57313b7dd38d7a12e1251,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9037,"""I doubt that. I let you go earlier and you walked into a pole.""","""Well, I feel better now.""",https://archiveofourown.org/works/55393765,0x29d0b5d6a412c01099be1bde7b63bce6497b4a08c8240e0638e00e900bbe74c8,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9048,"""Alcohol clouds the mind and influences judgement,"" Ratio mumbled, ""Makes you stupid, in short."" Despite his earlier complaints, as they stepped out into the hallway, they ended up in the same position. Ratio's arm found itself hanging off of Aventurine's shoulder, and Aventurine had subconsciously slithered his arm back around Ratio, securing him by his side.","""What room was it again?""",https://archiveofourown.org/works/55393765,0x1847c601cb2cbfc2d663bcf48d4fd25417306e42434adcef9c075840adab0a17,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9051,"""... Ratio?""","""Aventurine.""",https://archiveofourown.org/works/55393765,0xf0b43449ffcee692caa54816e4f115923a074dde4e24f173f484d1d7224f4531,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9061,"""Of course not,"" Aventurine chuckled dryly, ""Besides, you wouldn't have forgotten if you had.""","""And you decided to spend the night because?""",https://archiveofourown.org/works/55393765,0x459e35e122dc1227bf86614295d7ff25ac0a1d0fb1756c112e3a81e078d74d5f,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9066,"Aventurine bit his tongue. ""Jeez, Doctor. I didn't think the alcohol was that strong.""","""Aventurine.""",https://archiveofourown.org/works/55393765,0x98d0d1778cdd071dc51133d7642db83b87b431b2c46a5f2ef3cb218fc61c3271,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9072,"""Dr Ratio may have a sharp tongue, but it seems there's some mutual respect,"" Owlbert said.","Ratio's brows furrowed, his slack position tensing as he leaned forward curiously, his eyes widening by the smallest fraction. ""Wait a moment. Mutual?"" From his plush bed in the comfort of his apartment, Aventurine felt himself mimic Ratio's movements. He leaned forward with a frown on his face, the one-word question ringing in his head. Did Ratio not think he respected him back? Why would he even think that?",https://archiveofourown.org/works/55393765,0x67c31f26d59cce729697b533c196440ccbca453328a6189fe41e82deb843a88b,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9074,"""What did he say about me?"" Ratio asked. His tone was uncharacteristically uncertain, curiosity obvious as a hand raised to his chin. And it wasn't just his uncharacteristic tone - Ratio would never derail an interview to talk about himself. It was actually a point of irritation for many of his fans. The man never talked about himself unless the interview was explicitly about him, and the last and only time he ever did that was that notorious bathtub photoshoot.","""Aventurine personally asked for Dr Ratio to be our guest today,"" Owlbert answered, somewhat surprised by the question. Perhaps he also knew that Ratio didn't impede interviews like this, or maybe he was also put off by his sudden curiosity. ""He said... 'perhaps only Dr Ratio can succinctly explain my combat style.'""",https://archiveofourown.org/works/55393765,0x584980fc155a36f91dd3f5aa685c85415cd7f16712a36b5732a59a3d42d57500,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9082,"""There is no deal,"" Ratio insisted, ""We are just coworkers.""","""Ah, so Aventurine is just a generous soul.""",https://archiveofourown.org/works/55393765,0x0f98f9bc375e618e94fd88460c784d68f5ed8204989f0fe685204efd795e7c2f,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9086,"Owlbert blinked at him before he continued. ""... And you're just coworkers?""","""Yes,"" Ratio answered, barely hiding his exasperation, ""Evidently.""",https://archiveofourown.org/works/55393765,0x3e5b58262d04b21b3d2289534ede875b054fdb93ada60c7eb4b2d9657a3c0922,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9087,"""Yes,"" Ratio answered, barely hiding his exasperation, ""Evidently.""","""Ah, yes,"" Owlbert nodded uncertainly, suspicion clouding his eyes, ""Evidently.""",https://archiveofourown.org/works/55393765,0xd607b2934ef7565123dd7254e69bcee67dd723237da4d8fba417f067fec98ee7,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9102,"""Do I get a question now?""","Aventurine shrugged. ""Go ahead.""",https://archiveofourown.org/works/55393765,0x73b910a6cd2a41439c4d213dc709b558eee6f40c7f601b59d75a66576168fd4d,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9103,"Aventurine shrugged. ""Go ahead.""","""There were many other suitable candidates,"" Ratio said, ""Why would you request me?""",https://archiveofourown.org/works/55393765,0x721d1a852852937b2b8b7fe86e1a2cbfe1fd96563d9139c8869e2f8eaf0fb470,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9105,"""I consider you a friend, Ratio,"" Aventurine answered. And to his surprise, he meant it. This wasn't a business deal he wanted to sweeten, or a relationship he knew he could use later. He liked Ratio's company. He liked being around him a lot, in fact. It was embarrassing to admit it, but Aventurine always looked forward to working on projects Ratio was also assigned to.","""You call every second person you meet a friend,"" Ratio sighed, rolling his eyes, ""That word means nothing out of your mouth.""",https://archiveofourown.org/works/55393765,0xce34d4c3bb5ed87b09c6fadd73dd8f83985458570d28e058f4e1aa3d5de55d94,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,1
9122,"""Nearby.""","""Is it on the way to the train station?""",https://archiveofourown.org/works/55393765,0xa7d6f54623d7ebd76397362355978be610b6498c6bbabd515ff77ce14fa77032,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9129,"""What's with your mean attitude today?"" Aventurine asked as he elbowed Ratio lightly, ""You were the one who said I wasn't awful.""","""Gambler, don't think I won't leave you out in the rain to fend for yourself.""",https://archiveofourown.org/works/55393765,0x3efe7b42d3a40999945c184406955dee1b2e4a5654a75c870b779baa070769c3,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,0
9136,"""That's the problem,"" Ratio groaned, ""Everyone is focusing on that. And I understand, my stumbling was unprofessional. If you find yourself annoyed at any of the... consequences then, well, I apologise.""","""... Is the great Veritas Ratio saying sorry to me?""",https://archiveofourown.org/works/55393765,0xf33caf92a4e38c1574b964cfb838be4255c24cd5a76b9c9c4ee3a56d99f5745c,55393765,Drunk and Stupid (but painfully honest),entowento,Beng Pi :Xing Qiong Tie Dao  | Honkai: Star Rail (Video Game),"50,177",M/M,1
